Mã hàng,Mô tả hàng hoá - Tiếng Việt,"Chính sách mặt hàng
theo mã HS"
2099000,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
210,"Thịt và phụ phẩm dạng thịt ăn được sau giết mổ, muối, ngâm nước muối, làm khô hoặc hun khói; bột mịn và bột thô ăn được làm từ thịt hoặc phụ phẩm dạng thịt sau giết mổ",
,- Thịt lợn:,
2101100,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
2101200,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
21019,- - Loại khác:,
2101930,- - - Thịt lợn muối xông khói (bacon); thịt mông đùi (hams) không xương,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
2101990,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
2102000,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
,"- Loại khác, kể cả bột mịn và bột thô ăn được làm từ thịt hoặc phụ phẩm dạng thịt sau giết mổ:",
2109100,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
21092,"- - Của cá voi, cá heo chuột và cá heo (động vật có vú thuộc bộ Cetacea); của lợn biển và cá nược (động vật có vú thuộc bộ Sirenia); của hải cẩu, sư tử biển và con moóc (hải mã) (động vật có vú thuộc phân bộ Pinnipedia):",
2109210,"- - - Của cá voi, cá heo chuột và cá heo (động vật có vú thuộc bộ Cetacea); của lợn biển và cá nược (động vật có vú thuộc bộ Sirenia)","Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)"
2109290,#NAME?,
2109300,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
21099,- - Loại khác:,
2109910,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
2109920,#NAME?,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
2109990,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022,
,Chương 3,
,"Cá và động vật giáp xác, động vật thân mềm và động vật thủy sinh không xương sống khác",
,Chú giải,
,1. Chương này không bao gồm:,
,(a) Động vật có vú thuộc nhóm 01.06;,
,(b) Thịt của động vật có vú thuộc nhóm 01.06 (nhóm 02.08 hoặc 02.10);,
,"(c) Cá (kể cả gan, sẹ và bọc trứng cá) hoặc động vật giáp xác, động vật thân mềm hoặc động vật thủy sinh không xương sống khác, đã chết và không thích hợp dùng làm thức ăn cho người hoặc vì lý do chủng loại hoặc vì trạng thái của chúng (Chương 5); các loại bột mịn, bột thô hoặc viên làm từ cá hoặc động vật giáp xác, động vật thân mềm hoặc động vật thủy sinh không xương sống khác, không thích hợp dùng làm thức ăn cho người (nhóm 23.01); hoặc",
,(d) Trứng cá tầm muối hoặc các sản phẩm thay thế trứng cá tầm muối từ trứng cá (nhóm 16.04).,
,"2. Trong Chương này khái niệm ""viên"" (pellets) có nghĩa là các sản phẩm được liên kết hoặc bằng cách nén trực tiếp hoặc bằng cách cho thêm một lượng nhỏ chất kết dính.",
,"3. Các nhóm từ 03.05 đến 03.08 không bao gồm bột mịn, bột thô và viên, thích hợp dùng làm thức ăn cho người (nhóm 03.09).",
301,Cá sống,
,- Cá cảnh:,
30111,- - Cá nước ngọt:,
3011110,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
,- - - Loại khác:,
3011191,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3011192,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3011193,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3011195,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3011199,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
30119,- - Loại khác:,
3011910,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3011990,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
,- Cá sống khác:,
3019100,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019200,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7)"
30193,"- - Cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.):",
,"- - - Cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus):",
3019321,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019322,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019329,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
,"- - - Cá chép (Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.):",
3019331,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019332,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019339,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019400,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3019500,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
30199,- - Loại khác:,
,- - - Cá bột của cá măng biển và của cá mú:,
3019911,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019919,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
,- - - Cá bột loại khác:,
3019922,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019923,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019924,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019929,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
,"- - - Cá măng biển và cá mú, trừ cá bột:",
3019931,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019932,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019933,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019934,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019935,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019936,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
,- - - Cá nước ngọt khác:,
3019941,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019942,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019949,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019950,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
3019990,#NAME?,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
302,"Cá, tươi hoặc ướp lạnh, trừ phi-lê cá (fillets) và các loại thịt cá khác thuộc nhóm 03.04",
,"- Cá hồi, trừ phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
3021100,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3021300,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3021400,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3021900,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
,"- Cá bơn (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae và Citharidae), trừ phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
3022100,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3022200,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3022300,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3022400,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3022900,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
,"- Cá ngừ đại dương (thuộc giống Thunnus), cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis), trừ các phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
3023100,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3023200,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3023300,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3023400,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3023500,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3023600,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3023900,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
,"- Cá trích nước lạnh (Clupea harengus, Clupea pallasii), cá cơm (cá trỏng) (Engraulis spp.), cá trích dầu (Sardina pilchardus, Sardinops spp.), cá trích xương (Sardinella spp.), cá trích kê hoặc cá trích cơm (Sprattus sprattus), cá nục hoa (Scomber scombrus, Scomber australasicus, Scomber japonicus), cá bạc má (Rastrelliger spp.), cá thu (Scomberomorus spp.), cá nục gai và cá sòng (Trachurus spp.), cá khế jacks, cá khế crevalles (Caranx spp.), cá giò (Rachycentron canadum), cá chim trắng (Pampus spp.), cá thu đao (Cololabis saira), cá nục (Decapterus spp.), cá trứng (Mallotus villosus), cá kiếm (Xiphias gladius), cá ngừ chấm (Euthynnus affinis), cá ngừ ba chấm (Sarda spp.), cá cờ marlin, cá cờ lá (sailfish), cá cờ spearfish (Istiophoridae), trừ các phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
3024100,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024200,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024300,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024400,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024500,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024600,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024700,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
3024900,#NAME?,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
,"- Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae, trừ phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
