hscode,mo_ta,chinhsach_mathang
02085000,- Của loài bò sát (kể cả rắn và rùa),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
02086000,- Của lạc đà và họ lạc đà (Camelidae),"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
020890,- Loại khác:,
02089010,- - Đùi ếch,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
02089090,- - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
0209,"Mỡ lợn không dính nạc và mỡ gia cầm, chưa nấu chảy hoặc chiết xuất cách khác, tươi, ướp lạnh, đông lạnh, muối, ngâm nước muối, làm khô hoặc hun khói",
02091000,- Của lợn,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
02099000,- Loại khác,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
0210,"Thịt và phụ phẩm dạng thịt ăn được sau giết mổ, muối, ngâm nước muối, làm khô hoặc hun khói; bột mịn và bột thô ăn được làm từ thịt hoặc phụ phẩm dạng thịt sau giết mổ",
#25,- Thịt lợn:,
02101100,"- - Thịt mông đùi (hams), thịt vai và các mảnh của chúng, có xương","Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
02101200,- - Thịt dọi (ba chỉ) và các mảnh của chúng,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
021019,- - Loại khác:,
02101930,- - - Thịt lợn muối xông khói (bacon); thịt mông đùi (hams) không xương,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
02101990,- - - Loại khác,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
02102000,- Thịt động vật họ trâu bò,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
#26,"- Loại khác, kể cả bột mịn và bột thô ăn được làm từ thịt hoặc phụ phẩm dạng thịt sau giết mổ:",
02109100,- - Của bộ động vật linh trưởng,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
021092,"- - Của cá voi, cá heo chuột và cá heo (động vật có vú thuộc bộ Cetacea); của lợn biển và cá nược (động vật có vú thuộc bộ Sirenia); của hải cẩu, sư tử biển và con moóc (hải mã) (động vật có vú thuộc phân bộ Pinnipedia):",
02109210,"- - - Của cá voi, cá heo chuột và cá heo (động vật có vú thuộc bộ Cetacea); của lợn biển và cá nược (động vật có vú thuộc bộ Sirenia)","Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)"
02109290,- - - Loại khác,
02109300,- - Của loài bò sát (kể cả rắn và rùa),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
021099,- - Loại khác:,
02109910,- - - Thịt gà thái miếng đã được làm khô đông lạnh (SEN),"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
02109920,- - - Da lợn khô ,"Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
02109990,- - - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
0301,Cá sống,
#27,- Cá cảnh:,
030111,- - Cá nước ngọt:,
03011110,- - - Cá bột,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
#28,- - - Loại khác:,
03011191,- - - - Cá chép Koi (Cyprinus carpio),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03011192,- - - - Cá vàng (Carassius auratus),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03011193,- - - - Cá chọi Thái Lan (Beta splendens),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03011195,- - - - Cá rồng (Scleropages formosus),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03011199,- - - - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
030119,- - Loại khác:,
03011910,- - - Cá bột,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03011990,- - - Loại khác,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
#29,- Cá sống khác:,
03019100,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019200,- - Cá chình (Anguilla spp.),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7)"
030193,"- - Cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.):",
#30,"- - - Cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus):",
03019321,"- - - - Để nhân giống, trừ cá bột (SEN)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019322,- - - - Cá bột,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019329,- - - - Loại khác,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
#31,"- - - Cá chép (Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.):",
03019331,"- - - - Để nhân giống, trừ cá bột (SEN)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019332,- - - - Cá bột,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019339,- - - - Loại khác,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019400,"- - Cá ngừ vây xanh Đại Tây Dương và Thái Bình Dương (Thunnus thynnus, Thunnus orientalis)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03019500,- - Cá ngừ vây xanh phương Nam (Thunnus maccoyii),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
030199,- - Loại khác:,
#32,- - - Cá bột của cá măng biển và của cá mú:,
03019911,- - - - Để nhân giống (SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019919,- - - - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
#33,- - - Cá bột loại khác:,
03019922,"- - - - Cá chép khác, để nhân giống (SEN)","Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019923,- - - - Cá chép loại khác (SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019924,"- - - - Loại khác, để nhân giống","Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019929,- - - - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
#34,"- - - Cá măng biển và cá mú, trừ cá bột:",
03019931,- - - - Cá măng biển để nhân giống (SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019932,"- - - - Cá măng biển, loại khác (SEN)","Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019933,- - - - Cá mú chấm nhỏ (Plectropomus leopardus)(SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019934,- - - - Cá mú hoa nâu/cá mú cọp (Epinephelus fuscoguttatus) (SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019935,- - - - Cá mú dẹt (Cromileptes altivelis) (SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019936,- - - - Cá mú loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
#35,- - - Cá nước ngọt khác:,
03019941,- - - - Cá rô phi (Oreochromis spp.)(SEN),"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019942,"- - - - Cá chép khác, để nhân giống (SEN)","Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019949,- - - - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019950,- - - Cá biển khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN)*; Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
03019990,- - - Loại khác,"Động vật, thực vật hoang dã quý hiếm (CITES - 924/QĐ-BNN-TCLN); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5); Loài thủy sản XK có ĐK (11/2021 & 01/2022/TT-BNNPTNT M7); Loài thủy sản cấm XK (11/2021 & 01/2022/TT-BNNPTNT M8); Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)*"
0302,"Cá, tươi hoặc ướp lạnh, trừ phi-lê cá (fillets) và các loại thịt cá khác thuộc nhóm 03.04",
#36,"- Cá hồi, trừ phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
03021100,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03021300,"- - Cá hồi Thái Bình Dương (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou và Oncorhynchus rhodurus)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03021400,- - Cá hồi Đại Tây Dương (Salmo salar) và cá hồi sông Đa-nuýp (Hucho hucho),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03021900,- - Loại khác,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
#37,"- Cá bơn (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae và Citharidae), trừ phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
03022100,"- - Cá bơn lưỡi ngựa(Halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03022200,- - Cá bơn sao (Pleuronectes platessa),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03022300,- - Cá bơn sole (Solea spp.),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03022400,- - Cá bơn turbots (Psetta maxima),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03022900,- - Loại khác,"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
#38,"- Cá ngừ đại dương (thuộc giống Thunnus), cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis), trừ các phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0302.91 đến 0302.99:",
03023100,- - Cá ngừ vây dài (Thunnus alalunga),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03023200,- - Cá ngừ vây vàng (Thunnus albacares),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
03023300,- - Cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis),"Động vật, sản phẩm động vật thủy sản phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M5)"
