HS code,Mô tả sản phẩm
05111000,"- Tinh dịch động vật họ trâu, bò"
051191,"- - Sản phẩm từ cá hoặc động vật giáp xác, động vật thân mềm hoặc động vật thủy sinh không xương sống khác; động vật đã chết thuộc Chương 3:"
05119110,- - - Sẹ và bọc trứng
05119120,- - - Trứng Artemia (trứng Brine shrimp)
05119130,- - - Da cá
05119910,- - - Tinh dịch động vật nuôi
05119920,- - - Trứng tằm
05119930,- - - Bọt biển thiên nhiên
0601,"Củ, thân củ, rễ củ, thân ống và thân rễ, ở dạng ngủ, dạng sinh trưởng hoặc ở dạng hoa; cây và rễ rau diếp xoăn, trừ các loại rễ thuộc nhóm 12.12"
06011000,"- Củ, thân củ, rễ củ, thân ống và thân rễ, ở dạng ngủ"
060120,"- Củ, thân củ, rễ củ, thân ống, thân rễ, dạng sinh trưởng hoặc dạng hoa; cây và rễ rau diếp xoăn:"
06012010,- - Cây rau diếp xoăn
06012020,- - Rễ rau diếp xoăn
0602,"Cây sống khác (kể cả rễ), cành giâm và cành ghép; hệ sợi nấm"
060210,- Cành giâm và cành ghép không có rễ:
06021010,- - Của cây phong lan
06021020,- - Của cây cao su
06022000,"- Cây, cây bụi, đã hoặc không ghép cành, thuộc loại có quả hoặc quả hạch (nuts) ăn được"
06023000,"- Cây đỗ quyên và cây azalea (cây khô - họ đỗ quyên), đã hoặc không ghép cành"
06024000,"- Cây hoa hồng, đã hoặc không ghép cành"
06029010,- - Cành giâm và cành ghép phong lan có rễ
06029020,- - Cây phong lan giống
06029040,- - Gốc cây cao su có chồi (SEN)
06029050,- - Cây cao su giống (SEN)
06029060,- - Chồi mọc từ gỗ cây cao su (SEN)
0603,"Cành hoa và nụ hoa dùng làm hoa bó hoặc để trang trí, tươi, khô, đã nhuộm, tẩy, thấm tẩm hoặc xử lý cách khác"
06031100,- - Hoa hồng
06031200,- - Hoa cẩm chướng
06031300,- - Phong lan
06031400,- - Hoa cúc
06031500,- - Họ hoa ly (Lilium spp.)
0604,"Tán lá, cành và các phần khác của cây, không có hoa hoặc nụ hoa, các loại cỏ, rêu và địa y, phù hợp để bó hoa hoặc trang trí, tươi, khô, đã nhuộm, tẩy, thấm tẩm hoặc xử lý cách khác"
06042010,- - Rêu và địa y
0701,"Khoai tây, tươi hoặc ướp lạnh"
07011000,- Để làm giống
07019010,- - Loại thường dùng để làm khoai tây chiên (chipping potatoes) (SEN)
07020000,"Cà chua, tươi hoặc ướp lạnh"
0703,"Hành tây, hành, hẹ, tỏi, tỏi tây và các loại rau họ hành, tỏi khác, tươi hoặc ướp lạnh"
070310,"- Hành tây và hành, hẹ:"
07031011,- - - Củ giống
070320,- Tỏi:
07032010,- - Củ giống
070390,"- Tỏi tây và các loại rau họ hành, tỏi khác:"
0704,"Bắp cải, súp lơ (1), su hào, cải xoăn và cây họ bắp cải ăn được tương tự, tươi hoặc ướp lạnh"
070410,- Súp lơ (1) và súp lơ xanh:
07041010,- - Súp lơ (1) (Caulifower)
07041020,- - Đầu súp lơ xanh (headed broccoli)
07041090,- - Súp lơ xanh khác
07042000,- Cải Bruc-xen
07049010,- - Bắp cải cuộn (cuộn tròn) (SEN)
07049020,- - Cải bẹ xanh (Chinese mustard) (SEN)
07049030,- - Bắp cải khác
0705,"Rau diếp, xà lách (Lactuca sativa) và rau diếp xoăn (Cichorium spp.), tươi hoặc ướp lạnh"
07051100,- - Xà lách cuộn (head lettuce)
07052100,- - Rau diếp xoăn rễ củ (Cichorium intybus var. foliosum)
0706,"Cà rốt, củ cải, củ dền làm sa- lát, diếp củ (salsify), cần củ (celeriac), củ cải ri (radish) và các loại củ rễ ăn được tương tự, tươi hoặc ướp lạnh"
070610,- Cà rốt và củ cải:
07061010,- - Cà rốt
07061020,- - Củ cải
07070000,"Dưa chuột và dưa chuột ri, tươi hoặc ướp lạnh"
0708,"Rau đậu, đã hoặc chưa bóc vỏ, tươi hoặc ướp lạnh"
07081000,- Đậu Hà Lan (Pisum sativum)
070820,"- Đậu hạt (Vigna spp., Phaseolus spp.):"
07082010,- - Đậu Pháp (SEN)
07082020,- - Đậu dài
07089000,- Các loại rau đậu khác
0709,"Rau khác, tươi hoặc ướp lạnh"
07092000,- Măng tây
07093000,- Cà tím
07094000,- Cần tây trừ loại cần củ (celeriac)
07095100,- - Nấm thuộc chi Agaricus
07095200,- - Nấm thuộc chi Boletus
07095300,- - Nấm thuộc chi Cantharellus
07095400,- - Nấm hương (Lentinus edodes)
07095500,"- - Nấm Tùng Nhung (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)"
07095600,- - Nấm cục (Tuber spp.)
07095920,- - - Nấm cục trừ loại Tuber spp.
070960,- Quả ớt thuộc chi Capsicum hoặc chi Pimenta:
07096010,- - Quả ớt (chillies) (quả thuộc chi Capsicum)
07097000,"- Rau chân vịt, rau chân vịt New Zealand, rau chân vịt lê (rau chân vịt trồng trong vườn)"
07099100,- - Hoa a-ti-sô
07099200,- - Ô liu
07099300,"- - Quả bí ngô, quả bí và quả bầu (Cucurbita spp.)"
07099910,- - - Ngô ngọt
07099920,- - - Đậu bắp (Okra)
0710,"Rau các loại (đã hoặc chưa hấp chín hoặc luộc chín trong nước), đông lạnh"
07101000,- Khoai tây
07102100,- - Đậu Hà Lan (Pisum sativum)
07102200,"- - Đậu hạt (Vigna spp., Phaseolus spp.)"
07104000,- Ngô ngọt
07108000,- Rau khác
07109000,- Hỗn hợp các loại rau
0711,"Rau các loại đã bảo quản tạm thời, nhưng không phù hợp dùng ngay được"
071120,- Ôliu: 
07112010,- - Đã bảo quản bằng khí sunphurơ
071140,- Dưa chuột và dưa chuột ri:
071151,- - Nấm thuộc chi Agaricus:
07115110,- - - Đã bảo quản bằng khí sunphurơ
071190,- Rau khác; hỗn hợp các loại rau:
07119010,- - Ngô ngọt
07119030,- - Nụ bạch hoa
07119040,"- - Hành tây, đã được bảo quản bằng khí sunphurơ"
07119050,"- - Hành tây, đã được bảo quản trừ loại được bảo quản bằng khí sunphurơ"
07119060,"- - Loại khác, đã được bảo quản bằng khí sunphurơ"
0712,"Rau khô, ở dạng nguyên, cắt, thái lát, vụn hoặc ở dạng bột, nhưng chưa chế biến thêm"
07122000,- Hành tây
07123200,- - Mộc nhĩ (Auricularia spp.)
07123300,- - Nấm tuyết (Tremella spp.)
07123910,- - - Nấm cục (truffles)
07129010,- - Tỏi 
0713,"Các loại rau đậu khô, đã bóc vỏ quả, đã hoặc chưa bóc vỏ hạt hoặc làm vỡ hạt"
071310,- Đậu Hà Lan (Pisum sativum):
07131010,- - Phù hợp để gieo trồng
071320,- Đậu gà (chickpeas) (garbanzos):
071331,- - Đậu thuộc loài Vigna mungo (L.) Hepper hoặc Vigna radiata (L.) Wilczek:
07133110,- - - Phù hợp để gieo trồng
071332,- - Đậu hạt đỏ nhỏ (Adzuki) (Phaseolus hoặc Vigna angularis):
071333,"- - Đậu tây, kể cả đậu trắng (Phaseolus vulgaris):"
071334,- - Đậu bambara (Vigna subterranea hoặc Voandzeia subterranea):
071335,- - Đậu đũa (Vigna unguiculata):
071340,- Đậu lăng:
071350,"- Đậu tằm (Vicia faba var. major) và đậu ngựa (Vicia faba var. equina, Vicia faba var. minor):"
071360,"- Đậu triều, đậu săng (Cajanus cajan):"
0714,"Sắn, củ dong, củ lan, a-ti-sô Jerusalem, khoai lang và các loại củ và rễ tương tự có hàm lượng tinh bột hoặc inulin cao, tươi, ướp lạnh, đông lạnh hoặc khô, đã hoặc chưa thái lát hoặc làm thành dạng viên; lõi cây cọ sago"
071410,- Sắn:
07141011,- - - Lát đã được làm khô
071420,- Khoai lang:
071430,"- Củ từ, khoai mỡ, khoai tím (Dioscorea spp.):"
071440,"- Khoai sọ, khoai môn (Colacasia spp.):"
071450,"- Khoai sáp, khoai mùng (Xanthosoma spp.):"
0801,"Dừa, quả hạch Brazil (Brazil nuts) và hạt điều, tươi hoặc khô, đã hoặc chưa bóc vỏ hoặc lột vỏ"
08011100,- - Đã qua công đoạn làm khô
08011200,- - Dừa còn nguyên sọ
08011910,- - - Quả dừa non (SEN)
08012100,- - Chưa bóc vỏ
08012200,- - Đã bóc vỏ
0802,"Quả hạch (nuts) khác, tươi hoặc khô, đã hoặc chưa bóc vỏ hoặc lột vỏ"
080212,- - Đã bóc vỏ:
08021210,- - - Đã chần (blanched) (SEN)
08027000,- Hạt cây côla (Cola spp.)
08028000,- Quả cau 
08029100,"- - Hạt thông, chưa bóc vỏ"
08029200,"- - Hạt thông, đã bóc vỏ"
0803,"Chuối, kể cả chuối lá, tươi hoặc khô"
080310,- Chuối lá:
08031010,- - Tươi
08031020,- - Khô
08039010,- - Chuối ngự (Lady's finger banana) (SEN)
08039020,- - Chuối Cavendish (Musa acuminata) (SEN)
08039030,"- - Chuối Chestnut (Chestnut banana) (lai giữa Musa acuminata và Musa balbisiana, giống Berangan) (SEN)"
0804,"Quả chà là, sung, vả, dứa, bơ, ổi, xoài và măng cụt, tươi hoặc khô"
08041000,- Quả chà là
08042000,"- Quả sung, vả"
08043000,- Quả dứa
08044000,- Quả bơ
080450,"- Quả ổi, xoài và măng cụt:"
08045010,- - Quả ổi
08045021,- - - Tươi
08045022,- - - Khô
08045030,- - Quả măng cụt
0805,"Quả thuộc chi cam quýt, tươi hoặc khô"
080510,- Quả cam:
08052100,- - Quả quýt các loại (kể cả quất)
08052200,- - Cam nhỏ (Clementines)
08054000,- Bưởi chùm (Grapefruit) và bưởi (pomelos) 
080550,"- Quả chanh vàng (lemon) (Citrus limon, Citrus limonum) và quả chanh xanh (chanh ta Citrus aurantifolia, chanh không hạt Citrus latifolia):"
08055010,"- - Quả chanh vàng (lemon) (Citrus limon, Citrus limonum) (SEN)"
08055020,"- - Quả chanh xanh (chanh ta Citrus aurantifolia, chanh không hạt Citrus latifolia)(SEN)"
0806,"Quả nho, tươi hoặc khô"
08061000,- Tươi
08062000,- Khô
0807,"Các loại quả họ dưa (kể cả dưa hấu) và đu đủ, tươi"
08071100,- - Quả dưa hấu
08072000,- Quả đu đủ
0808,"Quả táo (apples), lê và quả mộc qua, tươi"
08081000,- Quả táo (apples)
08083000,- Quả lê
08084000,- Quả mộc qua
0809,"Quả mơ, anh đào, đào (kể cả xuân đào), mận và mận gai, tươi"
08091000,- Quả mơ
08092100,- - Quả anh đào chua (Prunus cerasus)
08093000,"- Quả đào, kể cả xuân đào"
080940,- Quả mận và quả mận gai:
08094010,- - Quả mận
08094020,- - Quả mận gai
0810,"Quả khác, tươi"
08101000,- Quả dâu tây
08102000,"- Quả mâm xôi (Raspberries, blackberries), dâu tằm và dâu đỏ (loganberries)"
08103000,"- Quả lý gai và quả lý chua, đen, trắng hoặc đỏ"
08104000,"- Quả nam việt quất, quả việt quất và các loại quả khác thuộc chi Vaccinium"
08105000,- Quả kiwi
08106000,- Quả sầu riêng
08107000,- Quả hồng (Persimmons)
08109010,- - Quả nhãn; Quả nhãn Mata Kucing (SEN)
08109020,- - Quả vải
08109030,- - Quả chôm chôm
08109040,- - Quả bòn bon (Lanzones)
08109050,- - Quả mít (kể cả mít Cempedak và mít Nangka)
08109060,- - Quả me
08109070,- - Quả khế
08109091,- - - Salacca (quả da rắn)
08109092,- - - Quả thanh long
08109093,- - - Quả hồng xiêm (quả sapôchê)
08109094,"- - - Quả lựu (Punica spp.), quả mãng cầu hoặc quả na (Annona spp.), quả roi (bell fruit) (Syzygium spp., Eugenia spp.), quả thanh trà (Bouea spp.), quả chanh leo (dây) (Passiflora spp.), quả sấu đỏ (Sandoricum spp.), quả táo ta (Ziziphus spp.) và quả dâu da đất (Baccaurea spp.) (SEN)"
0811,"Quả và quả hạch (nuts), đã hoặc chưa hấp chín hoặc luộc chín trong nước, đông lạnh, đã hoặc chưa thêm đường hoặc chất tạo ngọt khác"
08112000,"- Quả mâm xôi (Raspberries, blackberries), dâu tằm, dâu đỏ (loganberries), quả lý chua đen, trắng hoặc đỏ và quả lý gai"
0812,"Quả và quả hạch (nuts) được bảo quản tạm thời, nhưng không phù hợp dùng ngay được"
08121000,- Quả anh đào
08129010,- - Quả dâu tây
0813,"Quả, khô, trừ các loại quả thuộc nhóm 08.01 đến 08.06; hỗn hợp các loại quả hạch (nuts) hoặc quả khô thuộc Chương này"
08132000,- Quả mận đỏ
081340,- Quả khác:
08134010,- - Quả nhãn
081350,- Hỗn hợp các loại quả hạch (nuts) hoặc quả khô thuộc Chương này:
08135010,- - Hạt điều hoặc quả hạch Brazil (Brazil nuts) chiếm đa số về khối lượng
08135020,- - Quả hạch (nuts) khác chiếm đa số về khối lượng
08135030,- - Quả chà là chiếm đa số về khối lượng
08135040,- - Quả bơ hoặc quả cam hoặc quả quýt các loại (kể cả quất) chiếm đa số về khối lượng
08140000,"Vỏ các loại quả thuộc chi cam quýt hoặc các loại dưa (kể cả dưa hấu), tươi, đông lạnh, khô hoặc bảo quản tạm thời trong nước muối, nước lưu huỳnh hoặc trong các dung dịch bảo quản khác"
0901,"Cà phê, rang hoặc chưa rang, đã hoặc chưa khử chất caffeine; vỏ quả và vỏ lụa cà phê; các chất thay thế cà phê có chứa cà phê theo tỷ lệ nào đó"
090111,- - Chưa khử chất caffeine:
09011120,- - - Arabica (SEN)
09011130,- - - Robusta (SEN)
090112,- - Đã khử chất caffeine:
09011220,- - - Arabica (SEN) hoặc Robusta (SEN)
09012111,- - - - Arabica (SEN)
09012112,- - - - Robusta (SEN)
09012120,- - - Đã xay
09012210,- - - Chưa xay
09019010,- - Vỏ quả và vỏ lụa cà phê
09019020,- - Các chất thay thế có chứa cà phê
0902,"Chè, đã hoặc chưa pha hương liệu"
090210,- Chè xanh (chưa ủ men) đóng gói sẵn trọng lượng không quá 3 kg:
09021010,- - Lá chè
090220,- Chè xanh khác (chưa ủ men): 
090230,"- Chè đen (đã ủ men) và chè đã ủ men một phần, đóng gói sẵn trọng lượng không quá 3kg: "
090240,- Chè đen khác (đã ủ men) và chè khác đã ủ men một phần:
09030000,Chè Paragoay (Maté)
0904,"Hạt tiêu thuộc chi Piper; quả ớt thuộc chi Capsicum hoặc chi Pimenta, khô hoặc xay hoặc nghiền"
090411,- - Chưa xay hoặc chưa nghiền:
09041110,- - - Trắng
09041120,- - - Đen
090412,- - Đã xay hoặc nghiền:
090421,"- - Đã làm khô, chưa xay hoặc chưa nghiền:"
09042110,- - - Quả ớt (chillies) (quả thuộc chi Capsicum)
0905,Vani
09051000,- Chưa xay hoặc chưa nghiền
09052000,- Đã xay hoặc nghiền
0906,Quế và hoa quế
09061100,- - Quế (Cinnamomum zeylanicum Blume)
0907,"Đinh hương (cả quả, thân và cành)"
0908,"Hạt nhục đậu khấu, vỏ nhục đậu khấu và bạch đậu khấu"
09081100,- - Chưa xay hoặc chưa nghiền
09081200,- - Đã xay hoặc nghiền
0909,"Hạt của hoa hồi anise (tiểu hồi), hoa hồi badian (đại hồi), thì là, rau mùi, thì là Ai Cập hoặc ca-rum (caraway); hạt bách xù (juniper berries)"
09096110,- - - Của hoa hồi anise (tiểu hồi)
09096120,- - - Của hoa hồi badian (đại hồi)
09096130,- - - Của cây ca-rum (caraway)
0910,"Gừng, nghệ tây, nghệ (curcuma), húng tây, cỏ xạ hương, lá nguyệt quế, cà ri (curry) và các loại gia vị khác"
09102000,- Nghệ tây
09103000,- Nghệ (curcuma)
091091,- - Hỗn hợp đã nêu trong Chú giải 1(b) của Chương này:
09109110,- - - Cà ri (curry)
09109910,"- - - Húng tây, cỏ xạ hương; lá nguyệt quế"
1001,Lúa mì và meslin
10011100,- - Hạt giống
10019911,- - - - Meslin (SEN)
10019912,- - - - Hạt lúa mì đã bỏ lớp vỏ ngoài cùng (SEN)
10019991,- - - - Meslin
1002,Lúa mạch đen
10021000,- Hạt giống
1003,Lúa đại mạch
1004,Yến mạch
1005,Ngô
10059010,- - Loại dùng để rang nổ (popcorn) (SEN)
10059091,- - - Thích hợp sử dụng cho người (SEN)
1006,Lúa gạo
100610,- Thóc: 
100620,- Gạo lứt:
10062010,- - Gạo Hom Mali (SEN)
100630,"- Gạo đã xát toàn bộ hoặc sơ bộ, đã hoặc chưa được đánh bóng hoặc hồ (glazed):"
10063030,- - Gạo nếp (SEN)
10063050,- - Gạo Basmati (SEN)
10063060,- - Gạo Malys (SEN)
10063070,- - Gạo thơm khác (SEN)
10063091,- - - Gạo đồ (1)
100640,- Tấm:
10064010,- - Loại dùng làm thức ăn chăn nuôi (SEN)
10064090,- - Loại khác (SEN)
1007,Lúa miến
1008,"Kiều mạch, kê, hạt cây thóc chim; các loại ngũ cốc khác"
10081000,- Kiều mạch
10083000,- Hạt cây thóc chim (họ lúa)
10084000,- Hạt kê Fonio (Digitaria spp.)
10085000,- Hạt diêm mạch (Chenopodium quinoa) 
10086000,- Lúa mì lai lúa mạch đen (Triticale)
10089000,- Ngũ cốc loại khác
1101,Bột mì hoặc bột meslin
