hscode,mo_ta,Ngay_xac_nhan
84378040,"- - Máy nghiền cà phê và ngô dạng công nghiệp, không hoạt động bằng điện",26/09/2023 0:00:00
84378051,"- - - Máy đánh bóng gạo, máy giần, sàng, rây, máy làm sạch cám và máy bóc vỏ",26/09/2023 0:00:00
84378059,- - - Loại khác,26/09/2023 0:00:00
84378061,"- - - Máy đánh bóng gạo, máy giần, sàng, rây, máy làm sạch cám và máy bóc vỏ",26/09/2023 0:00:00
84378069,- - - Loại khác,26/09/2023 0:00:00
84379011,- - - Của máy thuộc phân nhóm 8437.10,26/09/2023 0:00:00
84379019,- - - Loại khác,26/09/2023 0:00:00
84379021,- - - Của máy thuộc phân nhóm 8437.10,26/09/2023 0:00:00
84379029,- - - Loại khác,26/09/2023 0:00:00
84381000,"- Máy làm bánh và máy để sản xuất mỳ macaroni, spaghetti hoặc các sản phẩm tương tự",26/09/2023 0:00:00
84382010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84382020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84383010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84383020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84384000,- Máy sản xuất bia,26/09/2023 0:00:00
84385000,- Máy chế biến thịt gia súc hoặc gia cầm,26/09/2023 0:00:00
84386000,"- Máy chế biến hoa quả, quả hạch hoặc rau",26/09/2023 0:00:00
84388011,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84388012,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84388021,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84388022,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84388091,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84388092,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84389011,- - - Của hàng hóa thuộc phân nhóm 8438.30.10,26/09/2023 0:00:00
84389012,- - - Của máy xát vỏ cà phê,26/09/2023 0:00:00
84389019,- - - Loại khác,26/09/2023 0:00:00
84389021,- - - Của hàng hóa thuộc phân nhóm 8438.30.20,26/09/2023 0:00:00
84389022,- - - Của máy xát vỏ cà phê,26/09/2023 0:00:00
84389029,- - - Loại khác,26/09/2023 0:00:00
84391000,- Máy chế biến bột giấy từ vật liệu sợi xenlulô,26/09/2023 0:00:00
84392000,- Máy dùng sản xuất giấy hoặc bìa,26/09/2023 0:00:00
84393000,- Máy dùng để hoàn thiện giấy hoặc bìa,26/09/2023 0:00:00
84399100,- - Của máy chế biến bột giấy từ vật liệu sợi xenlulô,26/09/2023 0:00:00
84399900,- - Loại khác,26/09/2023 0:00:00
84401010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84401020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84409000,- Bộ phận,26/09/2023 0:00:00
84411010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84411020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84412000,"- Máy làm túi, bao hoặc phong bì",26/09/2023 0:00:00
84413000,"- Máy làm thùng bìa, hộp, hòm, thùng hình ống, hình trống hoặc đồ chứa tương tự, trừ loại máy sử dụng phương pháp đúc khuôn",26/09/2023 0:00:00
84414000,"- Máy làm các sản phẩm từ bột giấy, giấy hoặc bìa bằng phương pháp đúc khuôn",26/09/2023 0:00:00
84418010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84418020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84419000,- Bộ phận,26/09/2023 0:00:00
84423000,"- Máy, thiết bị và dụng cụ",26/09/2023 0:00:00
84424000,"- Bộ phận của các máy, thiết bị hoặc dụng cụ kể trên",26/09/2023 0:00:00
84425000,"- Khuôn in (bát chữ), ống in và các bộ phận in khác; khuôn in, ống in và đá in ly tô, được chuẩn bị cho các mục đích in (ví dụ, đã được làm phẳng, nổi vân hạt hoặc đánh bóng) ",26/09/2023 0:00:00
84431100,"- - Máy in offset, in cuộn",26/09/2023 0:00:00
84431200,"- - Máy in offset, in theo tờ, loại sử dụng trong văn phòng (sử dụng giấy với kích thước giấy ở dạng không gấp một chiều không quá 22 cm và chiều kia không quá 36 cm) ",26/09/2023 0:00:00
84431300,- - Máy in offset khác,26/09/2023 0:00:00
84431400,"- - Máy in letterpress, in cuộn, trừ loại máy in flexo(1)",26/09/2023 0:00:00
84431500,"- - Máy in letterpress, trừ loại in cuộn, trừ loại máy in flexo(1)",26/09/2023 0:00:00
84431600,- - Máy in flexo(1),26/09/2023 0:00:00
84431700,- - Máy in ống đồng(1) (*),26/09/2023 0:00:00
84431900,- - Loại khác,26/09/2023 0:00:00
84433111,- - - - Loại màu,26/09/2023 0:00:00
84433119,- - - - Loại khác,26/09/2023 0:00:00
84433121,- - - - Loại màu,26/09/2023 0:00:00
84433129,- - - - Loại khác,26/09/2023 0:00:00
84433131,- - - - Loại màu,26/09/2023 0:00:00
84433139,- - - - Loại khác,26/09/2023 0:00:00
84433191,- - - - Máy in-copy-scan-fax kết hợp,26/09/2023 0:00:00
84433199,- - - - Loại khác,26/09/2023 0:00:00
84433211,- - - - Loại màu,26/09/2023 0:00:00
84433219,- - - - Loại khác,26/09/2023 0:00:00
84433221,- - - - Loại màu,26/09/2023 0:00:00
84433229,- - - - Loại khác,26/09/2023 0:00:00
84433231,- - - - Loại màu,26/09/2023 0:00:00
84433239,- - - - Loại khác,26/09/2023 0:00:00
84433240,- - - Máy fax,26/09/2023 0:00:00
84433250,- - - Máy in kiểu lưới dùng để sản xuất các tấm mạch in hoặc tấm dây in,26/09/2023 0:00:00
84433260,- - - Máy vẽ (Plotters),26/09/2023 0:00:00
84433290,- - - Loại khác,26/09/2023 0:00:00
84433910,"- - - Máy photocopy tĩnh điện, hoạt động bằng cách tái tạo hình ảnh gốc trực tiếp lên bản sao (quá trình tái tạo trực tiếp)",26/09/2023 0:00:00
84433920,"- - - Máy photocopy tĩnh điện, hoạt động bằng cách tái tạo hình ảnh gốc lên bản sao thông qua bước trung gian (quá trình tái tạo gián tiếp)",26/09/2023 0:00:00
84433930,- - - Máy photocopy khác kết hợp hệ thống quang học,26/09/2023 0:00:00
84433940,- - - Máy in phun,26/09/2023 0:00:00
84433990,- - - Loại khác,26/09/2023 0:00:00
84439100,"- - Bộ phận và phụ kiện của máy in sử dụng các bộ phận in như khuôn in (bát chữ), ống in và các bộ phận in khác của nhóm 84.42",26/09/2023 0:00:00
84439910,- - - Của máy in kiểu lưới dùng để sản xuất tấm mạch in hoặc tấm dây in,26/09/2023 0:00:00
84439920,- - - Hộp mực in đã có mực in,26/09/2023 0:00:00
84439930,- - - Bộ phận cung cấp giấy; bộ phận sắp xếp giấy,26/09/2023 0:00:00
84439990,- - - Loại khác,26/09/2023 0:00:00
84440010,- Hoạt động bằng điện,26/09/2023 0:00:00
84440020,- Không hoạt động bằng điện,26/09/2023 0:00:00
84451110,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84451120,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84451200,- - Máy chải kỹ,26/09/2023 0:00:00
84451300,- - Máy ghép cúi hoặc máy sợi thô,26/09/2023 0:00:00
84451930,- - - Máy tách hạt bông,26/09/2023 0:00:00
84451940,"- - - Loại khác, hoạt động bằng điện",26/09/2023 0:00:00
84451950,"- - - Loại khác, không hoạt động bằng điện",26/09/2023 0:00:00
84452010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84452020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84453010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84453020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84454010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84454020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84459010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84459020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84461010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84461020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84462100,- - Máy dệt khung cửi có động cơ,26/09/2023 0:00:00
84462900,- - Loại khác,26/09/2023 0:00:00
84463000,"- Cho vải dệt có khổ rộng trên 30 cm, loại dệt không thoi",26/09/2023 0:00:00
84471100,- - Có đường kính trục cuốn không quá 165 mm,26/09/2023 0:00:00
84471200,- - Có đường kính trục cuốn trên 165 mm,26/09/2023 0:00:00
84472010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84472020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84479010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84479020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84481110,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84481120,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84481910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84481920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84482000,- Bộ phận và phụ kiện của máy thuộc nhóm 84.44 hoặc các máy phụ trợ của chúng,26/09/2023 0:00:00
84483100,- - Kim chải,26/09/2023 0:00:00
84483200,"- - Của máy chuẩn bị xơ sợi dệt, trừ kim chải",26/09/2023 0:00:00
84483300,"- - Cọc sợi, gàng, nồi và khuyên",26/09/2023 0:00:00
84483900,- - Loại khác,26/09/2023 0:00:00
84484200,"- - Lược dệt, go và khung go",26/09/2023 0:00:00
84484911,- - - - Dùng cho máy hoạt động bằng điện,26/09/2023 0:00:00
84484912,- - - - Dùng cho máy không hoạt động bằng điện,26/09/2023 0:00:00
84484990,- - - Loại khác,26/09/2023 0:00:00
84485100,"- - Platin tạo vòng (sinker), kim dệt và các chi tiết tạo vòng khác",26/09/2023 0:00:00
84485900,- - Loại khác,26/09/2023 0:00:00
84490000,"Máy dùng để sản xuất hoặc hoàn tất phớt hoặc các sản phẩm không dệt dạng mảnh hoặc dạng hình, kể cả máy làm mũ phớt; cốt làm mũ",26/09/2023 0:00:00
84501110,- - - Loại có sức chứa không quá 6 kg vải khô một lần giặt,26/09/2023 0:00:00
84501190,- - - Loại khác,26/09/2023 0:00:00
84501210,- - - Loại có sức chứa không quá 6 kg vải khô một lần giặt,26/09/2023 0:00:00
84501290,- - - Loại khác,26/09/2023 0:00:00
84501911,- - - - Loại có sức chứa không quá 6 kg vải khô một lần giặt,26/09/2023 0:00:00
84501919,- - - - Loại khác,26/09/2023 0:00:00
84501991,- - - - Loại có sức chứa không quá 6 kg vải khô một lần giặt,26/09/2023 0:00:00
84501999,- - - - Loại khác,26/09/2023 0:00:00
84502000,"- Máy giặt, có sức chứa trên 10 kg vải khô một lần giặt",26/09/2023 0:00:00
84509010,- - Của máy thuộc phân nhóm 8450.20.00,26/09/2023 0:00:00
84509020,"- - Của máy thuộc phân nhóm 8450.11, 8450.12 hoặc 8450.19",26/09/2023 0:00:00
84511000,- Máy giặt khô,26/09/2023 0:00:00
84512100,- - Sức chứa không quá 10 kg vải khô mỗi lần sấy,26/09/2023 0:00:00
84512900,- - Loại khác,26/09/2023 0:00:00
84513010,"- - Máy là trục đơn, loại gia dụng (SEN)",26/09/2023 0:00:00
84513090,- - Loại khác,26/09/2023 0:00:00
84514000,"- Máy giặt, tẩy trắng hoặc nhuộm",26/09/2023 0:00:00
84515000,"- Máy để quấn, tở (xả), gấp, cắt hoặc cắt hình răng cưa vải dệt",26/09/2023 0:00:00
84518000,- Máy khác,26/09/2023 0:00:00
84519010,- - Của máy có sức chứa không quá 10 kg vải khô mỗi lượt,26/09/2023 0:00:00
84519090,- - Loại khác,26/09/2023 0:00:00
84521000,- Máy khâu dùng cho gia đình,26/09/2023 0:00:00
84522100,- - Loại tự động,26/09/2023 0:00:00
84522900,- - Loại khác,26/09/2023 0:00:00
84523000,- Kim máy khâu,26/09/2023 0:00:00
84529011,- - - Thân trên và thân dưới máy; đế đỡ có hoặc không có khung; bánh đà; bộ phận che chắn dây đai; bàn đạp các loại,26/09/2023 0:00:00
84529012,"- - - Bàn, tủ, chân máy và nắp và các bộ phận của chúng",26/09/2023 0:00:00
84529019,- - - Loại khác,26/09/2023 0:00:00
84529091,- - - Thân trên và thân dưới máy; đế đỡ có hoặc không có khung; bánh đà; bộ phận che chắn dây đai; bàn đạp các loại,26/09/2023 0:00:00
84529092,"- - - Bàn, tủ, chân máy và nắp và các bộ phận của chúng",26/09/2023 0:00:00
84529099,- - - Loại khác,26/09/2023 0:00:00
84531010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84531020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84532010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84532020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84538010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84538020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84539000,- Bộ phận,26/09/2023 0:00:00
84541000,- Lò thổi,26/09/2023 0:00:00
84542000,- Khuôn đúc thỏi và nồi rót,26/09/2023 0:00:00
84543000,- Máy đúc,26/09/2023 0:00:00
84549000,- Bộ phận,26/09/2023 0:00:00
84551000,- Máy cán ống,26/09/2023 0:00:00
84552100,- - Máy cán nóng hoặc máy cán nóng và nguội kết hợp,26/09/2023 0:00:00
84552200,- - Máy cán nguội,26/09/2023 0:00:00
84553000,- Trục cán dùng cho máy cán,26/09/2023 0:00:00
84559000,- Bộ phận khác,26/09/2023 0:00:00
84561110,"- - - Loại chỉ sử dụng hoặc chủ yếu sử dụng để sản xuất mạch in, mạch in đã lắp ráp, bộ phận của nhóm 85.17, hoặc bộ phận của máy xử lý dữ liệu tự động ",26/09/2023 0:00:00
84561190,- - - Loại khác,26/09/2023 0:00:00
84561210,"- - - Loại chỉ sử dụng hoặc chủ yếu sử dụng để sản xuất mạch in, mạch in đã lắp ráp, bộ phận của nhóm 85.17, hoặc bộ phận của máy xử lý dữ liệu tự động ",26/09/2023 0:00:00
84561290,- - - Loại khác,26/09/2023 0:00:00
84562000,- Hoạt động bằng phương pháp siêu âm,26/09/2023 0:00:00
84563000,- Hoạt động bằng phương pháp phóng điện,26/09/2023 0:00:00
84564010,"- - Máy công cụ, điều khiển số, để gia công vật liệu bằng phương pháp bóc tách vật liệu, bằng quá trình xử lý plasma hồ quang, để sản xuất các tấm mạch in hoặc tấm dây in",26/09/2023 0:00:00
84564020,- - Máy làm sạch bằng plasma sử dụng để loại bỏ các chất ô nhiễm hữu cơ khỏi các mẫu kính hiển vi điện tử và giá đỡ mẫu,26/09/2023 0:00:00
84564090,- - Loại khác,26/09/2023 0:00:00
84565000,- Máy cắt bằng tia nước,26/09/2023 0:00:00
84569020,"- - Thiết bị gia công ướt ứng dụng công nghệ nhúng dung dịch điện hóa, dùng để tách vật liệu trên các tấm mạch in hoặc tấm dây in",26/09/2023 0:00:00
84569090,- - Loại khác,26/09/2023 0:00:00
84571010,- - Của loại có công suất trục (spindle power) không quá 4 kW,26/09/2023 0:00:00
84571090,- - Loại khác,26/09/2023 0:00:00
84572000,- Máy kết cấu nguyên khối (một vị trí gia công),26/09/2023 0:00:00
84573000,- Máy gia công chuyển dịch đa vị trí,26/09/2023 0:00:00
84581110,- - - Của loại có công suất trục (spindle power) không quá 4 kW,26/09/2023 0:00:00
84581190,- - - Loại khác,26/09/2023 0:00:00
84581910,- - - Có bán kính gia công tiện không quá 300 mm,26/09/2023 0:00:00
84581990,- - - Loại khác,26/09/2023 0:00:00
84589100,- - Điều khiển số,26/09/2023 0:00:00
84589910,- - - Có bán kính gia công tiện không quá 300 mm,26/09/2023 0:00:00
84589990,- - - Loại khác,26/09/2023 0:00:00
84591000,- Đầu gia công tổ hợp có thể di chuyển được,26/09/2023 0:00:00
84592100,- - Điều khiển số,26/09/2023 0:00:00
84592910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84592920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84593100,- - Điều khiển số,26/09/2023 0:00:00
84593910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84593920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84594100,- - Điều khiển số,26/09/2023 0:00:00
84594910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84594920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84595100,- - Điều khiển số,26/09/2023 0:00:00
84595910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84595920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84596100,- - Điều khiển số,26/09/2023 0:00:00
84596910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84596920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84597010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84597020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84601200,- - Điều khiển số,26/09/2023 0:00:00
84601900,- - Loại khác,26/09/2023 0:00:00
84602200,"- - Máy mài không tâm, loại điều khiển số",26/09/2023 0:00:00
84602300,"- - Máy mài trụ khác, loại điều khiển số",26/09/2023 0:00:00
84602400,"- - Loại khác, điều khiển số",26/09/2023 0:00:00
84602910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84602920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84603110,"- - - Máy công cụ, điều khiển số, có bộ phận đồ gá kẹp mẫu gia công hình ống lắp cố định và có công suất không quá 0,74 kW, để mài sắc các mũi khoan bằng vật liệu carbua với đường kính chuôi không quá 3,175 mm",26/09/2023 0:00:00
84603190,- - - Loại khác,26/09/2023 0:00:00
84603910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84603920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84604000,- Máy mài khôn hoặc máy mài rà,26/09/2023 0:00:00
84609010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84609020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
