hscode,mota
03035420,- - - Cá thu ngừ Thái Bình Dương (sa ba) (Scomber japonicus) (SEN)
03035500,- - Cá nục gai và cá sòng (Trachurus spp.)
03035600,- - Cá giò (Rachycentron canadum) 
03035700,- - Cá kiếm (Xiphias gladius)
030359,- - Loại khác:
03035910,- - - Cá bạc má (Rastrelliger kanagurta); cá bạc má đảo (Rastrelliger faughni)
03035920,- - - Cá chim trắng (Pampus spp.)
03035990,- - - Loại khác
#83,"- Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae, trừ các phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0303.91 đến 0303.99:"
03036300,"- - Cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03036400,- - Cá tuyết chấm đen (Melanogrammus aeglefinus)
03036500,- - Cá tuyết đen (Pollachius virens)
03036600,"- - Cá tuyết hake (Merluccius spp., Urophycis spp.)"
03036700,- - Cá Minh Thái (Alaska Pollock) (Theragra chalcogramma)
03036800,"- - Cá tuyết lam (Micromesistius poutassou, Micromesistius australis)"
03036900,- - Loại khác
#84,"- Loại cá khác, trừ các phụ phẩm ăn được sau giết mổ của cá thuộc các phân nhóm từ 0303.91 đến 0303.99:"
03038100,- - Cá nhám góc và cá mập khác
03038200,- - Cá đuối (Rajidae)
03038300,- - Cá răng cưa (Dissostichus spp.)
03038400,- - Cá vược (hoặc cá vược Châu Âu) (Dicentrarchus spp.)
030389,- - Loại khác:
#85,- - - Cá biển:
03038911,- - - - Cá mú
03038913,- - - - Cá mối hoa (Trachinocephalus myops)
03038914,"- - - - Cá hố savalai (Lepturacanthus savala), cá đù Belanger (Johnius belangerii), cá đù Reeve (Chrysochir aureus) và cá đù mắt to (Pennahia anea)"
03038915,- - - - Cá nhụ Ấn Độ (Polynemus indicus) 
03038916,"- - - - Cá sòng gió (Megalaspis cordyla), cá hiên chấm (Drepane punctata) và cá nhồng lớn (Sphyraena barracuda)"
03038917,- - - - Cá chim đen (Parastromatus niger)
03038918,- - - - Cá hồng bạc (Lutjanus argentimaculatus)
03038919,- - - - Loại khác
#86,- - - Loại khác:
03038922,- - - - Cá đòng đong đầm lầy (Puntius chola)
03038923,- - - - Cá măng biển (Chanos chanos) (SEN)
03038924,- - - - Cá sạo bạc (Pomadasys argenteus)
03038927,- - - - Cá mòi Hilsa (Tenualosa ilisha)
03038928,- - - - Cá leo (Wallago attu) và cá tra dầu (Sperata seenghala)
03038929,- - - - Loại khác
#87,"- Gan, sẹ và bọc trứng cá, vây, đầu, đuôi, bong bóng và các phụ phẩm ăn được sau giết mổ khác của cá:"
03039100,"- - Gan, sẹ và bọc trứng cá"
03039200,- - Vây cá mập
03039900,- - Loại khác
0304,"Phi-lê cá và các loại thịt cá khác (đã hoặc chưa xay, nghiền, băm), tươi, ướp lạnh hoặc đông lạnh"
#88,"- Phi-lê cá tươi hoặc ướp lạnh của cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.):"
03043100,- - Cá rô phi (Oreochromis spp.) (SEN)
03043200,"- - Cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03043300,- - Cá rô sông Nile (Lates niloticus)
03043900,- - Loại khác
#89,- Phi-lê cá tươi hoặc ướp lạnh của các loại cá khác:
03044100,"- - Cá hồi Thái Bình Dương (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou và Oncorhynchus rhodurus), cá hồi Đại Tây Dương (Salmo salar) và cá hồi sông Đa-nuýp (Hucho hucho)"
03044200,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)"
03044300,"- - Cá bơn (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae và Citharidae)"
03044400,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae"
03044500,- - Cá kiếm (Xiphias gladius)
03044600,- - Cá răng cưa (Dissostichus spp.)
03044700,- - Cá nhám góc và cá mập khác
03044800,- - Cá đuối (Rajidae)
03044900,- - Loại khác
#90,"- Loại khác, tươi hoặc ướp lạnh:"
03045100,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)"
03045200,- - Cá hồi
03045300,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae"
03045400,- - Cá kiếm (Xiphias gladius)
03045500,- - Cá răng cưa (Dissostichus spp.)
03045600,- - Cá nhám góc và cá mập khác
03045700,- - Cá đuối (Rajidae)
03045900,- - Loại khác
#91,"- Phi-lê đông lạnh của cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.):"
03046100,- - Cá rô phi (Oreochromis spp.) (SEN)
03046200,"- - Cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03046300,- - Cá rô sông Nile (Lates niloticus)
03046900,- - Loại khác
#92,"- Phi-lê đông lạnh của cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae:"
03047100,"- - Cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03047200,- - Cá tuyết chấm đen (Melanogrammus aeglefinus)
03047300,- - Cá tuyết đen (Pollachius virens)
03047400,"- - Cá tuyết hake (Merluccius spp., Urophycis spp.)"
03047500,- - Cá Minh Thái (Alaska Pollock) (Theragra chalcogramma)
03047900,- - Loại khác
#93,- Phi-lê đông lạnh của các loại cá khác:
03048100,"- - Cá hồi Thái Bình Dương (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou và Oncorhynchus rhodurus), cá hồi Đại Tây Dương (Salmo salar) và cá hồi sông Đa-nuýp (Hucho hucho)"
03048200,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)"
03048300,"- - Cá bơn (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae và Citharidae)"
03048400,- - Cá kiếm (Xiphias gladius)
03048500,- - Cá răng cưa (Dissostichus spp.)
03048600,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii)"
03048700,"- - Cá ngừ đại dương (thuộc giống Thunus), cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis)"
03048800,"- - Cá nhám góc, cá mập khác, cá đuối (Rajidae)"
030489,- - Loại khác:
03048910,- - - Cá nục heo cờ (Coryphaena hippurus) (SEN)
03048990,- - - Loại khác
#94,"- Loại khác, đông lạnh:"
03049100,- - Cá kiếm (Xiphias gladius)
03049200,- - Cá răng cưa (Dissostichus spp.)
03049300,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)"
03049400,- - Cá Minh Thái (Alaska Pollock) (Theragra chalcogramma)
03049500,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae, trừ cá Minh Thái (Alaska Pollock) (Theragra chalcogramma)"
03049600,- - Cá nhám góc và cá mập khác
03049700,- - Cá đuối (Rajidae)
030499,- - Loại khác:
03049910,- - - Surimi (thịt cá xay) (SEN)
03049990,- - - Loại khác 
0305,"Cá, làm khô, muối hoặc ngâm nước muối; cá hun khói, đã hoặc chưa làm chín trước hoặc trong quá trình hun khói"
030520,"- Gan, sẹ và bọc trứng cá, làm khô, hun khói, muối hoặc ngâm nước muối:"
03052010,"- - Của cá nước ngọt, làm khô, muối hoặc ngâm nước muối"
03052090,- - Loại khác
#95,"- Phi-lê cá, làm khô, muối hoặc ngâm nước muối, nhưng không hun khói:"
03053100,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)"
03053200,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae"
030539,- - Loại khác:
03053910,"- - - Cá nhói nước ngọt (Xenentodon cancila), cá phèn dải vàng (Upeneus vittatus) và cá khế lược mang dài (Ulua mentalis)"
03053920,"- - - Cá hố savalai (Lepturacanthus savala), cá đù Belanger (Johnius belangerii), cá đù Reeve (Chrysochir aureus) và cá đù mắt to (Pennahia anea)"
#96,- - - Loại khác:
03053991,- - - - Của cá nước ngọt
03053992,- - - - Của cá biển
03053999,- - - - Loại khác
#97,"- Cá hun khói, kể cả phi-lê cá, trừ phụ phẩm ăn được sau giết mổ:"
03054100,"- - Cá hồi Thái Bình Dương (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou và Oncorhynchus rhodurus), cá hồi Đại Tây Dương (Salmo salar) và cá hồi sông Đa-nuýp (Hucho hucho)"
03054200,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii)"
03054300,"- - Cá hồi chấm (trout) (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache và Oncorhynchus chrysogaster)"
03054400,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)"
030549,- - Loại khác:
03054910,- - - Cá ngừ vằn (cá ngừ sọc dưa) (Katsuwonus pelamis)
03054990,- - - Loại khác
#98,"- Cá khô, trừ phụ phẩm ăn được sau giết mổ, có hoặc không muối nhưng không hun khói:"
03055100,"- - Cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03055200,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)"
03055300,"- - Cá thuộc các họ Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae và Muraenolepididae, trừ cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03055400,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii), cá cơm (cá trỏng) (Engraulis spp.), cá trích dầu (Sardina pilchardus, Sardinops spp.), cá trích xương (Sardinella spp.), cá trích kê hoặc cá trích cơm (Sprattus sprattus), cá nục hoa (Scomber scombrus, Scomber australasicus, Scomber japonicus), cá bạc má (Rastrelliger spp.), cá thu (Scomberomorus spp.), cá nục gai và cá sòng (Trachurus spp.), cá khế jacks, cá khế crevalles (Caranx spp.), cá giò (Rachycentron canadum), cá chim trắng (Pampus spp.), cá thu đao (Cololabis saira), cá nục (Decapterus spp.), cá trứng (Mallotus villosus), cá kiếm (Xiphias gladius), cá ngừ chấm (Euthynnus affinis), cá ngừ ba chấm (Sarda spp.), cá cờ gòn, cá cờ lá (sailfishes), cá cờ spearfish (Istiophoridae)"
030559,- - Loại khác:
#99,- - - Cá biển:
03055921,"- - - - Cá cơm (cá trỏng) (Stolephorus spp., Coilia spp., Setipinna spp., Lycothrissa spp., Thryssa spp. và Encrasicholina spp.) (SEN)"
03055929,- - - - Loại khác
03055990,- - - Loại khác
#100,"- Cá, muối nhưng không làm khô hoặc không hun khói và cá ngâm nước muối, trừ phụ phẩm ăn được sau giết mổ:"
03056100,"- - Cá trích nước lạnh (Clupea harengus, Clupea pallasii)"
03056200,"- - Cá tuyết (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
03056300,- - Cá cơm (cá trỏng) (Engraulis spp.)
03056400,"- - Cá rô phi (Oreochromis spp.), cá da trơn (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), cá chép (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), cá chình (Anguilla spp.), cá rô sông Nile (Lates niloticus) và cá quả (cá chuối hoặc cá lóc) (Channa spp.)"
030569,- - Loại khác:
03056910,- - - Cá biển
03056990,- - - Loại khác
#101,"- Vây cá, đầu, đuôi, bong bóng và phụ phẩm khác ăn được sau giết mổ của cá:"
030571,- - Vây cá mập:
03057110,- - - Khô hoặc hun khói
03057190,- - - Loại khác
030572,"- - Đầu cá, đuôi và bong bóng:"
#102,- - - Bong bóng cá:
03057211,- - - - Của cá tuyết (SEN)
03057219,- - - - Loại khác (SEN)
#103,- - - Loại khác:
03057291,- - - - Của cá tuyết
03057299,- - - - Loại khác
030579,- - Loại khác:
03057910,- - - Của cá tuyết
03057990,- - - Loại khác
0306,"Động vật giáp xác, đã hoặc chưa bóc mai, vỏ, sống, tươi, ướp lạnh, đông lạnh, khô, muối hoặc ngâm nước muối; động vật giáp xác hun khói, đã hoặc chưa bóc mai, vỏ, đã hoặc chưa làm chín trước hoặc trong quá trình hun khói; động vật giáp xác chưa bóc mai, vỏ, đã hấp chín hoặc luộc chín trong nước, đã hoặc chưa ướp lạnh, đông lạnh, khô, muối, hoặc ngâm nước muối"
#104,- Đông lạnh:
030611,"- - Tôm hùm đá và các loại tôm biển khác (Palinurus spp., Panulirus spp., Jasus spp.):"
03061110,- - - Hun khói
03061190,- - - Loại khác
030612,- - Tôm hùm (Homarus spp.):
03061210,- - - Hun khói
03061290,- - - Loại khác
030614,"- - Cua, ghẹ:"
#105,- - - Hun khói:
03061411,"- - - - Cua, ghẹ vỏ mềm"
03061419,- - - - Loại khác
#106,- - - Loại khác:
03061491,- - - - Ghẹ (thuộc họ Portunidae)
03061492,- - - - Cua hoàng đế/cua vua Alaska (thuộc họ Lithodidae)
03061493,- - - - Cua tuyết (thuộc họ Origoniidae)
03061499,- - - - Loại khác
03061500,- - Tôm hùm Na Uy (Nephrops norvegicus)
03061600,"- - Tôm shrimps và tôm prawn nước lạnh (Pandalus spp., Crangon crangon)"
030617,- - Tôm shrimps và tôm prawn khác:
#107,- - - Tôm sú (Penaeus monodon):
03061711,- - - - Đã bỏ đầu
03061719,- - - - Loại khác
#108,- - - Tôm thẻ chân trắng (Litopenaeus vannamei):
03061721,"- - - - Đã bỏ đầu, còn đuôi"
03061722,"- - - - Đã bỏ đầu, bỏ đuôi"
03061729,- - - - Loại khác
03061730,- - - Tôm càng xanh (Macrobrachium rosenbergii)
03061790,- - - Loại khác
03061900,- - Loại khác
#109,"- Sống, tươi hoặc ướp lạnh:"
030631,"- - Tôm hùm đá và các loại tôm biển khác (Palinurus spp., Panulirus spp., Jasus spp.):"
