,hscode,hscode_4_so,mo_ta,top_5_retrieval,check
140,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, GLICOAT SMD K1, làm sạch bề mặt đồng khi hàn bản mạch PCB (TP chính: Cas: 7732-18-5 (>92%)...), mới 100%","[3214, 8468, 3810, 3402, 4803]",True
141,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, OPC SL-CLEAN (TP chính: Cas: 7732-18-5 (73.5%), Cas: 7664-93-9 (24%)...), mới 100%","[6002, 6004, 98350000, 1901, 5206]",False
142,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, MK-902N (TP chính: Cas: 7732-18-5 (52.2%), Cas: 7664-93-9 (47%)...), mới 100%","[98350000, 6002, 6004, 5206, 5205]",False
143,34029099,3402,".#&Chất xử lý bề mặt kim loại PERA-N. Thành phần: Tribasic Sodium Phosphate 30%, Sodium Carbonate 50%, Poplyoxyethylene either 8%. 20kg/bao. Hàng mới 100%","[98350000, 26020000, 2821, 5206, 6002]",False
144,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, IS-DE 311 (Kali carbonat loại hơi loãng dùng trong công nghiệp mạ), (4500Kg = 3308,82 Lit; đơn giá 35000VND/Kg). Hàng mới 100%","[8514, 8417, 3824, 9706, 8709]",False
145,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, IS-900 (Chế phẩm chất hoạt động bề mặt Amonic), (486Kg = 357.35Lit; đơn giá 100000VND/Kg)- Hàng mới 100%","[3402, 3214, 3401, 82100000, 9706]",True
146,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, IS-RS 513 (dung dịch tẩy sơn kalicarbonat loại hơi loãng), (3000Kg = 2205,88 Lit; đơn giá 30000VND/Kg). Hàng mới 100%","[38140000, 98350000, 8807, 9706, 3214]",False
147,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, MK-700H, tăng độ gắn kết và chống ăn mòn bản mạch PCB, thành phần: Butyl carbitol (112-34-5) 39%, D. I. Water (7732-18-5) 48% , hàng mới 100%","[3811, 90160000, 6002, 6004, 5404]",False
148,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, OPC SL-CLEAN, dạng lỏng,TP:Sulfuric acid (7664-93-9) 24%,Deionized water (7732-18-5) 73.5%, Private 2.5% , hàng mới 100%","[6002, 6004, 1901, 98350000, 90160000]",False
149,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, GLICOAT SMD K1, dạng lỏng, TP:Imidazole derivative<1%, Formic acid<4%,Ammonium hydroxide<1%, Copper complexing agent<1%, Additive<1%, mới 100%","[98350000, 5206, 5205, 2208, 5209]",False
150,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, GLICOAT SMD K1, dạng lỏng,TP:Imidazole derivative<1%, Formic acid<4%,Ammonium hydroxide<1%,Copper complexing agent<1%, Additive<1%,mới 100%","[98350000, 5206, 5205, 2208, 5209]",False
151,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, OPC SL-CLEAN, dạng lỏng,TP:Sulfuric acid (7664-93-9) 24%,Deionized water (7732-18-5) 73.5%, Private 2.5%, hàng mới 100%","[6002, 6004, 1901, 98350000, 90160000]",False
152,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, MK-902N, dạng lỏng, TP:Sulfuric acid (7664-93-9) 47%, D. I. Water (7732-18-5) 52.2%, hàng mới 100%","[98260000, 98350000, 6002, 6004, 7002]",False
153,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, KODAK ACCUMAX DEVELOPER 5L*2, TP: Deionized water (7732-18-5, 85%), Hydroquinone (123-31 -9%, 5%), 5040-577300","[6002, 6004, 5206, 5205, 98350000]",False
154,34029099,3402,"NL169#&Hóa chất xử lý bề mặt bản mạch PCB, KODAK RAPID FIXER 5L*2, TP: Deionized water (7732-18-5, 45%), Ammonium thiosulphate (7783-18-8, 45%), 5040-577400","[7002, 9836, 7013, 98350000, 6002]",False
155,34031919,3403,.#&Dầu cắt gọt BW COOL EX-9290  . Hàng mới 100% ( dạng lỏng ),"[9706, 8413, 5810, 7203, 8416]",False
156,34039919,3403,".#&Dung dịch tẩy rỉ sét 3M 5W 310g/chai,TP:Hydrotreated light petroleum distillates 40-60%,Butane 10-30%,oil-soluble Petroleum sulfonate, Barium salt 10-30%,propane 7-13%,petroleum 3-7%.Mới 100%","[98350000, 6002, 6004, 5209, 5208]",False
157,34039919,3403,.#&Dầu cắt gọt : BW CUT MQL-109.Hàng mới 100% ( dạng lỏng ),"[9706, 8413, 5810, 7203, 8416]",False
158,34039919,3403,.#&Dầu cắt gọt: BW COOL SYN-8800SJ. hàng mới 100% ( dạng lỏng ),"[8413, 8416, 3212, 2304, 4002]",False
159,35061000,3506,"Keo dính phủ bề mặt sản phẩm,chống thấm nước,làm giảm tác động ngoại lực/HC-290YH/(Siloxanes and Silicones, di-Me 75-80%,Siloxanes and Silicones, di-Me, hydroxy-terminated 15-20%)50g/ống.mới 100%","[98350000, 2208, 2207, 5209, 5208]",False
160,35061000,3506,"Keo dính thành phần từ nhựa (52.1 Gr/Tuýp),(7-oxabicyclo[4.1.0]hept-...20-30%(CAS:2386-87-0),  bis-[4-(2,3-epoxipropoxi)..20-30%.CAS: (1675-54-3)/MODEL:HI-POXY 4210F/mới 100%","[9827, 9829, 26020000, 7606, 6002]",False
161,35061000,3506,"Keo dính thành phần từ nhựa, (0.04kg/tuýp),(Bisphenol A diglycidyl... 25-35%,(CAS:25036-25-3)Formaldehyde...20-40%,CAS (9003-36-5)... /MODEL : PT-1008S/, mới 100%","[1901, 26020000, 98350000, 3506, 6002]",True
162,35061000,3506,"Keo dính thành phần từ nhựa,(0.04kg/tuýp),(Bisphenol A diglycidyl...25-35%,(CAS:25036-25-3)Formaldehyde polymer with 2(chloromethyl) oxirane and...20-40%,(CAS:9003-36-5).../MODEL : PT-1008S/, mới 100%","[1901, 26020000, 98350000, 3506, 6002]",True
163,35061000,3506,"Keo dính thành phần từ nhựa,(0.04kg/tuýp),(Bisphenol A diglycidyl...25-35%,(CAS:25036-25-3).Formaldehyt polyme với 2(clometyl) oxiran và phenol...20-40%,(CAS:9003-36-5).../MODEL : PT-1008S/, mới 100%","[1901, 26020000, 98350000, 3506, 6002]",True
164,35061000,3506,".#&Keo silicone dán tường (đóng theo chai, trọng lượng tịnh 1 chai 0.5kg, 1m2 sử dụng 01 chai). Hàng mới 100%","[8422, 7010, 3506, 8309, 4814]",True
165,35069900,3506,".#&Keo PJ77,keo dán dạng xịt, 600ml/chai, hàng mới 100%","[8422, 28020000, 9616, 7010, 25030000]",False
166,35069900,3506,.#&KEO XỊT PJ77,"[9616, 28020000, 3506, 25030000, 3501]",True
167,35069900,3506,.#&Keo locite 243,"[28020000, 3506, 25030000, 3501, 3503]",True
168,35069900,3506,"NL203#&Keo dán silicon, Weldbond S501 dùng để dán linh kiện điện tử, quy cách 50ml/PCS (trọng lượng 51gam/tuýp), NSX: WELDTONE (XIAMEN) TECHNOLOGY CO., LTD, (1PCE = 1UNA). (500 UNA = 500 PCE)","[4412, 8465, 7007, 4814, 38180000]",False
169,35069900,3506,"NL218#&Keo tản nhiệt  (1 hộp=5 lít), Epoxy adhesive, thành phần: filler (7429-90-5, 77%), Epoxy (61 788-97-4, 20%), Curing Agent (461 -58-5, 2%)","[2910, 6002, 6004, 1901, 98350000]",False
170,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, TACKWELL 155R-HD / 520MM*150M (BASE ROLL), 5040-577500","[3705, 3706, 3702, 9008, 3704]",True
171,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 336mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
172,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 402mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
173,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 507mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
174,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 516mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
175,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 606mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
176,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 615mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
177,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, FL-5029 507mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
178,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, FL-5029 606mm x 200M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
179,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, FL-1138S 507mm x 180M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
180,37029890,3702,"NL164#&Màng phim dùng làm bản mạch PCB, FL-1138S 606mm x 180M. Mới 100%","[9706, 3705, 9022, 3706, 98300000]",False
181,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, KODAK FILM AIM7 / 20*24 IN (100EA/BOX), 5040-576800","[3705, 8529, 3704, 2204, 3701]",True
182,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, KODAK FILM AIM7 / 26*32 IN (50EA/BOX), 5040-577200","[3705, 3206, 3704, 2505, 3701]",True
183,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+NON COATING/1SET=2EA), 5040-707100","[3705, 3704, 3402, 6210, 3701]",True
184,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+COATING/1SET=2EA), 5040-707000","[3705, 3704, 3402, 6210, 3701]",True
185,37050090,3705,".#&Phim in 200mm x 240mm (Sản phẩm là tấm phim dùng trong bảng mạch in PCB, đã tráng, đã phơi sáng). Hàng mới 100%","[3705, 3704, 3706, 3701, 3702]",True
186,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+COATING), 5040-707000","[3705, 3704, 3402, 6210, 3701]",True
187,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+NON COATING), 5040-707100","[3705, 3704, 3402, 6210, 3701]",True
188,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+COATING/1SET=2EA), 5040-707000 (1 TAM = 1 EA)","[86050000, 3705, 8418, 73160000, 4103]",True
189,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+NON COATING/1SET=2EA), 5040-707100 (1 TAM = 1 EA)","[86050000, 3705, 8418, 73160000, 4103]",True
190,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, KT: 508mm x 609.6mm (đã tráng, đã phơi sáng) 1 TAM = 1 PCE. Hàng mới 100%","[3705, 3704, 3706, 3701, 98300000]",True
191,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, KT: 609.6mm x 762mm ( đã tráng, đã phơi sáng) 1 TAM = 1 PCE. Hàng mới 100%","[3705, 3704, 3706, 3701, 98300000]",True
192,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, KT: 660.4mm x 812.8mm (đã tráng, đã phơi sáng) 1 TAM = 1 PCE. Hàng mới 100%","[3705, 3704, 3706, 3701, 98300000]",True
193,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING 34""*56"" (4,000DPI/FILM+NON COATING/1SET=2EA), 5040-707100","[3705, 3704, 3402, 6210, 3701]",True
194,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING 34""*56"" (4,000DPI/FILM+COATING/1SET=2EA), 5040-707000","[3705, 3704, 3402, 6210, 3701]",True
195,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, 30""*24""(tấm phim có chất nhạy sáng, đã tráng, đã phơi sáng). hàng mới 100%","[3705, 3704, 3706, 3701, 3702]",True
196,37050090,3705,"NL174#&Tấm phim dùng làm bản mạch PCB, 20""*24"" (tấm phim có chất nhạy sáng, đã tráng, đã phơi sáng). hàng mới 100%","[3705, 3704, 3706, 3701, 3702]",True
197,38101000,3810,".#&GC543A_Chế phẩm làm sạch bề mặt kim loại (25 Kg/Thùng). Mã Cas: 10213-79-3, 1310-58-3, 7664-38-2, 7320-34-5, 7732-18-5.#&KXĐ","[3402, 3810, 9827, 9829, 32050000]",True
198,38101000,3810,".#&GC543B _Chế phẩm làm sạch bề mặt kim loại (20Kg/Thùng). Mã Cas: 9036-19-5, 9003-11-6, 7732-18-5.#&KXĐ","[3402, 3810, 90160000, 5404, 54050000]",True
199,38101000,3810,".#&Hỗn hợp dung môi Topseal H-298, là chất xử lý bề mặt kim loại thành phần đi từ: Water 81.4%, Nickel acetate 12%. (Hàng mới 100%)#&VN","[2821, 98350000, 1901, 5209, 5512]",False
200,38101000,3810,.#&Chế phẩm làm sạch bề mặt kim loại có chứa axit ( ANODIC RINSE TREATMENT)(Đóng gói 20KG/CAN) (Hàng mới 100%),"[3402, 3401, 3810, 2811, 9706]",True
201,38101000,3810,".#&Chế phẩm làm sạch bề mặt kim loại có thành phần chính là hợp chất sunphonat hữu cơ, các axit hữu cơ trong nước có môi trường axit, dạng lỏng (ANODIC RT-2 ) (đóng gói 20L/CAN). Hàng mới 100%","[3212, 3401, 3402, 3407, 6809]",False
202,38101000,3810,.#&Chế phẩm làm sạch bề mặt kim loại có chứa axit (DIA BRIGHT #806) (30KG/CAN). (Hàng mới 100%),"[3402, 3810, 3401, 2811, 9706]",True
203,38101000,3810,".#&GB699DR_Chế phẩm làm sạch bề mặt kim loại (25 Kg/Thùng). Mã Cas: 13478-00-7, 598-62-9, 7664-38-2, 1314-13-2, 16872-11-0, 7697-37-2, 497-19-8,7732-18-5","[98260000, 7606, 9827, 9829, 7607]",False
204,38109000,3810,Chất trợ hàn (20kg/Can) /TAMURA LEAD FREERITE EC-19S-8/ thành phần:  Isopropyl alcohol (85.%) ( mã CAS: 67-63-0). Hàng mới 100%,"[5206, 5205, 26020000, 5209, 5512]",False
205,38109000,3810,Kem hàn (chất gắn kim loại với  thành phần chính là thiếc kim loại và nhựa dầu)(0.5kg/lọ) /PVM115/. Hàng mới 100%.,"[8309, 56050000, 7112, 1301, 9101]",False
206,38109000,3810,Chất trợ hàn (20kg/Can) /TAMURA LEAD FREERITE EC-19S-8/ thành phần:  Isopropyl alcohol (85%) ( mã CAS: 67-63-0). Hàng mới 100%,"[5206, 5205, 26020000, 5209, 5512]",False
207,38109000,3810,NPL 58#&Kem hàn (chất gắn kim loại với  thành phần chính là thiếc kim loại và nhựa dầu) /PVM115/,"[56050000, 1301, 9101, 3214, 8484]",False
208,38109000,3810,NPL 58#&Kem hàn (chất gắn kim loại với  thành phần chính là thiếc kim loại và nhựa dầu) /OM385SM (500GR)/,"[56050000, 9101, 3214, 8484, 2805]",False
209,38109000,3810,"NL160#&Chất khử xỉ nhôm dùng để loại bỏ tạp chất trong quá trình nấu nhôm, DEGASSING/AG-217(F), 5040-101800, TP: Common salt (7647-14-5, 40-60%), Potassium silicofluoride (16871-90-2, 0.1-5%)","[7606, 6002, 6004, 7607, 7615]",False
210,38109000,3810,"NL160#&Chất khử xỉ nhôm dùng để loại bỏ tạp chất trong quá trình nấu nhôm, DEGASSING / AG-217(F)(DAG-200), TP: Common salt (7647-14-5, 40-60%), Potassium silicofluoride (16871-90-2, 0.1-5%)5040-101800","[7606, 6002, 6004, 7607, 7615]",False
211,38119090,3811,".#&Sáp chống dính khuôn đùn nhôm DUMMY WAX PM-35 (1box = 12 hộp), DUMMY WAX / PM-35 (1BOX-12EA), DUMMY WAX PM-35, 5040-611000","[8538, 3503, 8537, 9602, 8480]",False
212,38119090,3811,".#&Chất chống dính dùng để quét lên gáo múc nhôm nóng chảy, VIOCOAT (20kg/1 thùng) (1KG= 1 lit), VIO Coat 20Kg/Can,TP: ANATASE(13463-67-7,15%), ALUMINUM OXIDE(1344-28-1,10%) 5020-013200","[3506, 86050000, 8418, 5404, 54050000]",False
213,38140000,3814,"NL193#&Dung môi dùng để pha sơn, HARDNER / SH-2 LT2 (N) (0.15KG), ZAMWK032503, ACRYLATE RESIN (29570-58-9, 35~45%), EPOXY RESIN (29690-82-2, 20~30%)","[7606, 98260000, 7607, 9827, 9829]",False
214,38140000,3814,"NL193#&Dung môi dùng để pha sơn, HARDNER / SH-2 LT2 (0.2KG), TP: ACRYLATE RESIN (29570-58-9, 35~45%), SOLVENT NAPHTHA (64742-94-5, 25~30%), EPOXY RESIN (29690-82-2, 20~30%)","[6002, 6004, 7606, 98260000, 3004]",False
215,38140000,3814,"NL193#&Dung môi dùng để pha sơn, CA-40 WT05 (Hardener), TP: Acrylic resin (85954-11-6, 55wt%), Epoxy resin (55818-57-0, 35wt%), Diethylene glycol monoethyl ether acetate (112-15-2, 15wt%)","[1901, 7409, 98350000, 5211, 5210]",False
216,38140000,3814,".#&Dung môi pha sơn GUN THINNER (TP: Acetone 50-60%, Toluene 40-45%). Hàng mới 100%","[98350000, 5211, 5210, 5514, 5513]",False
217,38140000,3814,"NL193#&Dung môi dùng để pha sơn, HARDNER /  SFR-6B KS-F(B2-R603) 0.6KG, 4060-007900, TP: Acryl Resin (134237-52-8, 55~65%), Epoxy resin (10588-01 -9, 25~35%), Titanium Oxide (13463-67-7, 5~15%)","[6002, 6004, 98350000, 5211, 5210]",False
218,38140000,3814,"NL193#&Dung môi dùng để pha sơn, CA-40 MPB (Hardener), TP: Barium sulfate, natural (7727-43-7, 32.2%), Triglycidyl isocyanurate (2451-62-9, 24.6%)","[1901, 5211, 5210, 5514, 5513]",False
219,38140000,3814,NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER M1802 15 KG (hàng mới 100%),"[82100000, 38140000, 3213, 8468, 3210]",False
220,38140000,3814,NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1758 15 KG (hàng mới 100%),"[82100000, 38140000, 3213, 8468, 3210]",False
221,38140000,3814,NL193#&Dung môi dùng để pha sơn UTTH PUT THINNER F2762 15 KG (hàng mới 100%),"[82100000, 38140000, 3213, 8468, 3210]",False
222,38140000,3814,NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1769 15 KG (hàng mới 100%),"[82100000, 38140000, 3213, 8468, 3210]",False
223,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DYS-2000 WS-LE (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 20~30%), Diethylene glycol monoethyl ether acetate (112-15-2, 15~25%)","[5211, 5210, 5514, 8468, 5513]",False
224,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DYS-2000 HFDK-M (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 20~30), Diethylene glycol monoethyl ether acetate (112-15-2, 15~25%)","[8468, 8431, 7409, 1502, 3004]",False
225,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DYS-2000 CS-Yellow (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 30~40%), Diethylene glycol monoethyl ether acetate (15~25%)","[5211, 5210, 5514, 5513, 8431]",False
226,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DYS-2000 CS-Red (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 30~40%), Diethylene glycol monoethyl ether acetate (112-15-2, 15~25%)","[5211, 5210, 5514, 8468, 5513]",False
227,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DYS-2000 Black-G (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 30~40%), Dipropylene glycol methyl ether (34590-94-8, 1~10%)","[5211, 5210, 5514, 5513, 5206]",False
228,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DM-100 Yellow (Hardner), TP: 2-Ethyl-4-methylimidazole (931-36-2, 35~45%), 2-Butoxyethanol (111-76-2, 15~25%)","[98260000, 7606, 9827, 9829, 7607]",False
229,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DM-100 White (Hardner), TP: 2-Ethyl-4-methylimidazole (931-36-2, 35~45%), 2-Butoxyethanol (111-76-2, 15~25)","[98260000, 7606, 9827, 9829, 7607]",False
230,38140000,3814,"NL193#&Dung môi dùng để pha sơn, DM-100 HFBlack (Hardner), TP: 2-Ethyl-4-methylimidazole (931-36-2, 35~45%), 2-Butoxyethanol (111-76-2, 15~25%)","[98260000, 7606, 9827, 9829, 7607]",False
231,38140000,3814,".#&926D_ Dung môi (18Lt/15Kg/thùng). Mã Cas: 78-83-1 (20-25%), cas: 108-10-1 (10-15%), cas: 1330-20-7 (60-65%)","[26020000, 5209, 5208, 98350000, 5211]",False
232,38140000,3814,"NL193#&Dung môi dùng để pha sơn, HARDNER, JPSR-4000 (JH-020) / 1KG, TP: Epoxy acrylate (68610-47-9, 35-45%), Barium sulfate (7727-43-7, 25-30%), Melamine (108-78-1, 5-10%)","[6002, 6004, 98350000, 5211, 5210]",False
233,38140000,3814,"NL193#&Dung môi dùng để pha sơn, CA-40 MPB (Hardener), PE230126001-VESSEL, TP: Barium sulfate, natural (7727-43-7, 32.2%), Triglycidyl isocyanurate (2451-62-9, 24.6%)","[1901, 5211, 5210, 5514, 5513]",False
234,38140000,3814,"NL193#&Dung môi dùng để pha sơn, HARDNER, JPSR-4000 (JH-020)/1KG,TP:Epoxy acrylate (68610-47-9, 35-45%),Barium sulfate (7727-43-7, 25-30%),Diethylene glycol monoethyl ether acetate (112-15-2, 5-10%)","[6002, 6004, 98350000, 5211, 5210]",False
235,38140000,3814,"NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER M1802 15 KG (thành phần: Methyl benzene 19-20% CAS: 108-88-3, n-Butyl acetate 80-81% CAS: 123-86-4) , hàng mới 100%","[2208, 2207, 5211, 5210, 5514]",False
236,38140000,3814,"NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1758 15 KG (thành phần: Methyl ethyl ketone 35-36% CAS: 78-93-3, Isopropyl alcohol 24-25% CAS: 67-63-0... ) hàng mới 100%","[8538, 5211, 5210, 5514, 5513]",False
237,38140000,3814,"NL193#&Dung môi dùng để pha sơn UTTH PUT THINNER F2762 15 KG (thành phần: ISOPROPYL ACETATE 67-68% CAS: 108-21-4, Diisobutyl ketone 19-19.5% CAS: 108-83-8...), hàng mới 100%","[8522, 5211, 5210, 5514, 5513]",False
238,38140000,3814,"NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1769 15 KG, (thành phần: Methyl ethyl ketone 65-66% CAS: 78-93-3, Methyl benzene 30-31% CAS: 108-88-3...), hàng mới 100%","[3003, 5211, 5210, 5514, 5513]",False
239,38140000,3814,".#&THINNER 170N_ Dung môi (17.5Lt/15Kg/thùng). Mã Cas:78-83-1, 1330-20-7, 64742-95-6.","[8514, 98300000, 4416, 4415, 86050000]",False
240,38140000,3814,.#&B-CELL (T.C)_Dung môi (15 Kg/Thùng). Mã Cas: 111-76-2.,"[98260000, 8514, 7606, 4416, 4415]",False
